38.8870120637	54.4418168892	77.7740241274	38.8870120637	54.4418168892	77.7740241274	0.6907952567	0.4252852241	0.9482630033	108.8532057235	27.9070637604	9.6365507839	65.2572563486
22.0539663434	30.8755528808	44.1079326868	22.0539663434	30.8755528808	44.1079326868	0.1429463891	0.0407792943	0.1457789052	4.4270923012	24.1928168144	95.073711131	89.5004457895
20.9932448655	29.3905428118	41.9864897311	20.9932448655	29.3905428118	41.9864897311	0.4395479056	0.7619695316	0.5524354788	19.9131628473	9.0703288867	91.3042982352	172.9149499725
8.0239427099	11.2335197939	16.0478854199	8.0239427099	11.2335197939	16.0478854199	0.0116903951	0.4902340752	0.7714120278	38.9609136448	5.6364303376	79.2773572445	198.6368512818
0.4305030136	0.602704219	0.8610060272	0.4305030136	0.602704219	0.8610060272	0.3148074913	0.7484972945	0.5917834141	38.0561595102	15.8143259292	58.5696718795	64.8901623067
1.7638646657	2.469410532	3.5277293315	1.7638646657	2.469410532	3.5277293315	0.8314932034	0.1185349488	0.2415443584	135.3200631726	25.1323432009	38.5532797103	54.1490557578
4.1768624493	5.847607429	8.3537248985	4.1768624493	5.847607429	8.3537248985	0.1876482592	0.3779273173	0.1928567184	0.8921025008	8.798818642	99.6327403816	325.6409837647
10.6065987227	14.8492382118	21.2131974454	10.6065987227	14.8492382118	21.2131974454	0.1599869977	0.5536709772	0.5295169975	144.6100333167	2.7676517943	52.091388528	214.9576550986
24.6343989377	34.4881585128	49.2687978754	24.6343989377	34.4881585128	49.2687978754	0.9108434856	0.1011571956	0.6330116917	3.0310049597	4.4700173354	55.5502792155	435.0919147698
4.7175458751	6.6045642251	9.4350917502	4.7175458751	6.6045642251	9.4350917502	0.4045343052	0.8927654164	0.4033629942	76.3291873647	1.4703310838	51.9249070343	388.9220759684
24.9621519518	34.9470127326	49.9243039037	24.9621519518	34.9470127326	49.9243039037	0.7062975124	0.9838492551	0.8413468732	144.8674906308	13.784136962	29.2482310716	192.2223911733
22.8307189103	31.9630064744	45.6614378206	22.8307189103	31.9630064744	45.6614378206	0.7666643494	0.5818240475	0.433410119	69.5546196009	13.8152550474	84.070409658	476.3108180762
40.8819547661	57.2347366725	81.7639095321	40.8819547661	57.2347366725	81.7639095321	0.8279276726	0.1069541752	0.944944131	116.7066423405	1.6776093514	60.1777349814	102.5895402664
24.0861245554	33.7205743775	48.1722491108	24.0861245554	33.7205743775	48.1722491108	0.7567853271	0.4583855966	0.1078878178	61.5466301277	17.4905201436	80.2781901477	34.66747005
34.0692404558	47.6969366381	68.1384809116	34.0692404558	47.6969366381	68.1384809116	0.7000355552	0.1333731686	0.3990170164	29.0248961124	9.3410497018	2.1848349266	335.4382488162
21.4900538727	30.0860754218	42.9801077454	21.4900538727	30.0860754218	42.9801077454	0.8034133382	0.5968300956	0.2560336731	118.8986018419	28.1125372477	99.1975642262	154.1208324468
20.9131520649	29.2784128908	41.8263041298	20.9131520649	29.2784128908	41.8263041298	0.988180707	0.38602606	0.5802908197	42.4481291621	27.8060350823	78.4031971519	478.7545981274
20.3822897791	28.5352056908	40.7645795583	20.3822897791	28.5352056908	40.7645795583	0.1032337729	0.4190733267	0.1306607449	117.4049317917	12.6231459799	21.1990255174	231.6011159138
44.4346242995	62.2084740193	88.869248599	44.4346242995	62.2084740193	88.869248599	0.7515763971	0.7395780775	0.3608234781	88.6509681024	25.322141493	9.5824186571	307.310756438
34.5283194589	48.3396472425	69.0566389178	34.5283194589	48.3396472425	69.0566389178	0.61651513	0.4446525976	0.5969887403	126.7652423943	8.5853266371	10.4659335976	242.1574573564
23.0375614346	32.2525860084	46.0751228691	23.0375614346	32.2525860084	46.0751228691	0.2565705204	0.8228687954	0.4791569404	112.1468825402	7.029910505	61.0638190669	343.7673394128
6.0899801556	8.5259722178	12.1799603111	6.0899801556	8.5259722178	12.1799603111	0.914661854	0.5873014405	0.88661109	133.058179043	14.3854150637	40.3362574912	351.3119540873
26.9100501635	37.6740702289	53.820100327	26.9100501635	37.6740702289	53.820100327	0.8145936664	0.0658547918	0.1790838019	87.4024595008	9.845741149	57.9762724465	136.3492777565
0.8205360816	1.1487505142	1.6410721632	0.8205360816	1.1487505142	1.6410721632	0.5965915086	0.8466507019	0.5883199789	116.544049543	1.5938632712	20.6100107001	110.3624258693
27.3209493098	38.2493290337	54.6418986196	27.3209493098	38.2493290337	54.6418986196	0.0702428241	0.0308057358	0.6386705687	44.9696280855	11.8791582025	4.2152507913	308.7402015193
8.9049881114	12.466983356	17.8099762229	8.9049881114	12.466983356	17.8099762229	0.4016327604	0.0468099106	0.042485147	124.0251416493	29.348222333	59.805796572	86.5004837052
22.1380159516	30.9932223322	44.2760319031	22.1380159516	30.9932223322	44.2760319031	0.8552197338	0.8220932474	0.9653879585	147.6879602266	14.9614289403	65.3721236709	395.7842892278
37.7979915687	52.9171881962	75.5959831375	37.7979915687	52.9171881962	75.5959831375	0.2893884022	0.2511715574	0.5241486442	82.6010477823	13.142156558	55.6886630152	48.9111924951
19.9213784122	27.8899297771	39.8427568245	19.9213784122	27.8899297771	39.8427568245	0.6609921063	0.8071465177	0.2074396189	89.4932030656	10.9181607934	97.7980699862	284.0652082653
37.9519873364	53.132782271	75.9039746729	37.9519873364	53.132782271	75.9039746729	0.086969293	0.6735802037	0.8118605133	76.1492976783	27.0664227479	66.4874044293	360.2144063979
35.84836529	50.187711406	71.69673058	35.84836529	50.187711406	71.69673058	0.6646023985	0.1808457758	0.6025731018	41.2571034144	15.481387492	55.3962968254	328.0084324535
